Asset1,Asset2,Similarity
AAPL,AVGO,0.9555998723916383
AAPL,CDW,0.9572943820897402
AAPL,CPRT,0.9896719242150404
AAPL,CSGP,0.9815941882402964
AAPL,CTSH,0.9683988337166142
AAPL,DXCM,0.9945181188249903
AAPL,GEHC,0.9993133489256061
AAPL,IDXX,0.9996894210617427
AAPL,INTC,0.9832826338452821
AAPL,ISRG,0.9957809756797342
AAPL,LULU,0.9540740824942426
AAPL,MAR,0.9823661906143312
AAPL,MSFT,0.9571944615062807
AAPL,ODFL,0.9833146749620173
AAPL,ROST,0.9694822456495377
AAPL,SBUX,0.9763721049239841
AAPL,TXN,0.995907340110096
AAPL,WBD,0.9762396855212216
ABNB,AMAT,0.9594982838461967
ABNB,AMD,0.996892712019542
ABNB,AMZN,0.9867702772489472
ABNB,APP,0.9988626470859369
ABNB,AXON,0.9779495389185551
ABNB,CRWD,0.9842863016660842
ABNB,DASH,0.9974400449076237
ABNB,DDOG,0.9812554873560606
ABNB,GFS,0.9873238752216453
ABNB,KLAC,0.9656083241169173
ABNB,LRCX,0.9727719176511191
ABNB,MDB,0.9779298437773245
ABNB,MELI,0.9936927595683737
ABNB,META,0.9955382180892632
ABNB,MRVL,0.9970228569118165
ABNB,MSTR,0.9932948596196332
ABNB,MU,0.9808415446993717
ABNB,NFLX,0.9997651134203116
ABNB,NVDA,0.9999354384693688
ABNB,ON,0.9902801195248175
ABNB,PANW,0.9989672432741526
ABNB,PDD,0.9566467511989388
ABNB,PLTR,0.9850655765837291
ABNB,PYPL,0.9765144638236815
ABNB,SNPS,0.9877183230573011
ABNB,TEAM,0.9961247196430328
ABNB,TSLA,0.9980635609383525
ABNB,TTD,0.996204506203396
ABNB,TTWO,0.9778510659510588
ABNB,WDAY,0.9779886571632298
ABNB,ZS,0.9822858618163377
ADBE,ADI,0.9922500647252774
ADBE,ADSK,0.9995998127637281
ADBE,AMAT,0.9945040071276982
ADBE,AMD,0.9518386703764223
ADBE,AMZN,0.9742044706778074
ADBE,ANSS,0.9969624740427744
ADBE,ARM,0.9996551180494941
ADBE,ASML,0.9999978463297661
ADBE,AVGO,0.9872805151057745
ADBE,AXON,0.983829148419964
ADBE,BKNG,0.9981412456627826
ADBE,CDNS,0.9976627825170739
ADBE,CPRT,0.950819140705607
ADBE,CSGP,0.9646685417102248
ADBE,FTNT,0.9992701227681127
ADBE,GFS,0.9734199189472638
ADBE,GOOG,0.9998359009034974
ADBE,GOOGL,0.9999778391296885
ADBE,INTC,0.9622442354837114
ADBE,INTU,0.9998735786997209
ADBE,KLAC,0.991889502906954
ADBE,LRCX,0.9877663735420095
ADBE,LULU,0.9880839399653606
ADBE,MAR,0.963584168335544
ADBE,MCHP,0.999856769945309
ADBE,MELI,0.9615793530131106
ADBE,META,0.9565192498114177
ADBE,MRVL,0.9513253745432281
ADBE,MSFT,0.9863977531932228
ADBE,MSTR,0.9625327466208636
ADBE,MU,0.9811617627807198
ADBE,NXPI,0.9991001399591276
ADBE,ON,0.9686815429119173
ADBE,PYPL,0.9850182193672126
ADBE,QCOM,0.9983599885856813
ADBE,SNPS,0.9728432161853102
ADBE,TTWO,0.983913400054359
ADBE,WBD,0.9712554887712249
ADBE,WDAY,0.9837955672713767
ADI,ADSK,0.9883379886803411
ADI,AMAT,0.9737871386598024
ADI,ANSS,0.9989136403072045
ADI,ARM,0.9886447303283695
ADI,ASML,0.9925058122989578
ADI,AVGO,0.9993845315485245
ADI,AXON,0.9539489241843672
ADI,BKNG,0.9979783162268387
ADI,CDNS,0.9814404928113036
ADI,CPRT,0.9819385470071398
ADI,CSGP,0.9899299891554092
ADI,FTNT,0.9867792552114263
ADI,GOOG,0.9898362594519341
ADI,GOOGL,0.9914008442967425
ADI,IDXX,0.9525559221200784
ADI,INTC,0.9886081139134408
ADI,INTU,0.9941003748638219
ADI,KLAC,0.9684089621633678
ADI,LRCX,0.9607344845146308
ADI,LULU,0.9995514951176522
ADI,MAR,0.9893434310895908
ADI,MCHP,0.994210936050552
ADI,MSFT,0.9991781088943401
ADI,NXPI,0.9860869952377898
ADI,PYPL,0.9559562295791022
ADI,QCOM,0.9835092972833617
ADI,TTWO,0.9540901041362906
ADI,TXN,0.9704541621948006
ADI,WBD,0.9933063951425574
ADI,WDAY,0.9538926953099763
ADP,AZN,0.9592018378428603
ADP,BIIB,0.9961859143021818
ADP,BKR,0.9996158020906973
ADP,CCEP,0.9988162326911645
ADP,CEG,0.9907862105032393
ADP,CHTR,0.9852182518290579
ADP,CMCSA,0.9922549589009427
ADP,COST,0.9984595780090557
ADP,CSCO,0.9992929400767304
ADP,CSX,0.9975998759374546
ADP,CTAS,0.997221666607002
ADP,FANG,0.9589129896982674
ADP,FAST,0.9981915396689721
ADP,HON,0.9969279993355633
ADP,LIN,0.9898176273700204
ADP,MNST,0.9980919076838938
ADP,PAYX,0.9978183592709593
ADP,PCAR,0.9992369882075065
ADP,REGN,0.9742328534618161
ADP,ROP,0.9989771556378806
ADP,TMUS,0.9711582405471788
ADP,VRSK,0.9999474410347287
ADP,VRTX,0.9613245276373932
ADSK,AMAT,0.9970677372657116
ADSK,AMD,0.9601308566815148
ADSK,AMZN,0.9801982914669519
ADSK,ANSS,0.9943603318691613
ADSK,ARM,0.9999979441717645
ADSK,ASML,0.9995389505709072
ADSK,AVGO,0.9823879559752517
